file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
s01e01,1038.135,1040.1,speaker,-41.87848274075255,-41.68252182006836,8.652784103181613,5.715822218834083
s01e03,647.005,648.41,speaker,-44.68058733258928,-46.73895835876465,8.61205339557149,9.449237603715414
s01e03,1013.04,1014.405,speaker,-50.19169850593066,-53.4325065612793,8.56399971498026,9.153014642983344
s01e02,150.51,153.015,speaker,-37.692484375,-46.5328254699707,8.474353544894988,11.186137477838912
s01e02,234.63,236.63,speaker,-42.8275390625,-49.74335718154907,8.441103354818004,7.76018016197272
s01e03,1340.965,1343.6,speaker,-43.775539151615966,-49.15683958265517,8.43036632888871,13.026350027858102
s01e05,1031.345,1033.41,speaker,-37.37104185537439,-38.13331413269043,8.383472087994154,7.686970741021554
s01e05,175.805,178.575,speaker,-45.16661848488267,-50.89996231926812,8.297714469506154,9.592498086467849
s01e03,475.5,478.41,speaker,-47.58934372315292,-51.533134841918944,8.294242708507692,11.409693244117808
s01e01,799.03,802.3,speaker,-44.02127532492355,-50.451721572875975,8.294058322001055,8.922128820425346
s01e02,954.71,957.62,speaker,-46.02432009772337,-47.07931691950018,8.266078695082149,10.868559925341545
s01e01,621.28,623.115,speaker,-45.69969110903533,-45.24294939908114,8.196039068729831,6.395732453880463
s01e02,1150.61,1153.245,speaker,-42.63265283388783,-44.9947365208676,8.123818213545555,10.901480751378
s01e04,1194.585,1196.555,speaker,-41.54058682979061,-47.438950856526695,8.108986805997613,7.498467346906006
s01e04,1339.37,1341.73,speaker,-48.211607852224574,-50.603167639838325,8.091508847699874,7.964458378908601
s01e02,257.99,260.52,speaker,-43.46038938982213,-48.869905683729385,8.00836139377997,3.9525460622871673
s01e03,47.645,50.51,speaker,-44.77601207386363,-45.88354644775391,7.996772016540492,3.9706740840152737
s01e02,188.885,192.085,speaker,-48.49674682617187,-52.862880161830354,7.978505711187787,15.409667468887891
s01e05,556.65,558.29,speaker,-39.199046065167686,-34.70242404937744,7.974004966073975,8.84147780090856
s01e01,666.495,669.23,speaker,-46.902721544251825,-48.20598103449895,7.942864481421069,11.021907299616938
s01e02,283.075,286.05,speaker,-45.937260774958055,-48.19256301153274,7.891686345893745,10.50139849870025
s01e03,1077.635,1081.175,speaker,-45.79933019950565,-48.9121225530451,7.871637868984537,13.096633873558678
s01e05,1022.585,1025.485,speaker,-44.28680967133621,-48.63587076523725,7.816405958165838,11.692727131935357
s01e01,149.945,152.945,speaker,-44.886005859375,-46.55743844168527,7.8109656746092915,8.380478710340775
s01e05,1147.87,1153.045,speaker,-50.234495656370655,-56.553006789263556,7.757580895422414,2.9323653054344128
s01e01,664.66,666.495,speaker,-42.46164338485055,-45.58547676934136,7.718537012319284,10.659304910718198
s01e01,860.455,863.255,speaker,-43.963692801339285,-47.921430826187134,7.712390169537837,4.909797485150012
s01e04,143.51,146.275,speaker,-44.16230327730145,-49.668011559380425,7.697916328832631,9.511687254990445
s01e02,1129.49,1131.19,speaker,-36.757401769301474,-46.001747131347656,7.646431268537832,5.903398041938509
s01e01,790.95,794.055,speaker,-43.186129662298384,-50.99116897583008,7.637689505682687,5.727512010531287
s01e01,278.205,282.08,speaker,-45.34365939110825,-46.67814703548656,7.561874785102394,9.628660577855081
s01e02,146.505,148.31,speaker,-38.76976864640884,-38.702083587646484,7.550771272900635,13.13306828968864
s01e02,730.12,731.86,speaker,-44.366351248204026,-47.64900823739859,7.536851844106621,8.298014325830547
s01e03,650.075,652.25,speaker,-42.905142929147466,-46.13707733154297,7.497080836206978,12.23628738441
s01e01,970.365,973.365,speaker,-45.489918619791666,-46.64008871714274,7.490502812232318,12.493155201098281
s01e03,1249.51,1252.815,speaker,-45.64193790124622,-50.06836271286011,7.472415324779676,8.024781079067278
s01e04,1276.67,1280.04,speaker,-50.44521397440653,-52.114577457822605,7.4500155046714855,12.85691484448325
s01e05,645.405,647.605,speaker,-46.909064275568184,-53.6440842368386,7.448461802558832,10.989390130052845
s01e01,484.81,488.65,speaker,-45.762919108072914,-47.37240300859724,7.4468853411504,10.304602799693445
s01e02,1073.6,1075.6,speaker,-44.6178955078125,-46.0671782060103,7.446436992464855,6.690260257389642
s01e04,868.565,870.46,speaker,-44.24777302414021,-45.89022970199585,7.421292839544614,9.40285648128453
s01e01,543.235,546.905,speaker,-46.90819780313352,-49.44753909111023,7.412188693873796,5.34787318761194
s01e03,1039.735,1041.335,speaker,-45.07481689453125,-48.96721985760857,7.400752500490422,8.919643932612594
s01e02,1253.68,1255.915,speaker,-52.37640134529148,-52.417022450764975,7.393392556438437,10.80065903575759
s01e02,577.67,581.275,speaker,-48.76253029778393,-50.26011142730713,7.374118987455956,14.62971491493855
s01e04,791.59,793.355,speaker,-41.12352960759943,-40.11828689575195,7.371307256726285,6.502753319042231
s01e01,208.735,212.04,speaker,-47.25062440814394,-49.70641326904297,7.366634802885263,10.105323188961819
s01e04,168.46,171.47,speaker,-50.71737113268272,-51.21476953679865,7.360182865733636,0.9860657675747841
s01e02,1275.035,1277.9,speaker,-45.47891033318815,-48.161565704345705,7.3500763743073545,13.025348389981307
s01e04,628.355,630.39,speaker,-48.67077336052956,-50.14947624206543,7.347436569286532,11.81234627439147
s01e03,770.295,774.33,speaker,-41.62186726485149,-47.57658587004009,7.347436569286532,9.51019109779201
s01e05,1262.125,1265.56,speaker,-40.58639588647959,-46.83714014689128,7.300494140472481,6.944316284262854
s01e04,1049.475,1052.11,speaker,-46.63033953184411,-46.024991652544806,7.2938185852215645,14.493492029559725
